px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.17152	-6.20844	-2.57439	-2.6929	-0.289796	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.984686
8.29601	-6.1462	-2.56651	-2.70532	-0.284728	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.0561691
8.43809	-6.04358	-2.64175	-2.69137	-0.250162	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.879533
8.55131	-5.98378	-2.62744	-2.69782	-0.241377	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.167441
8.66229	-5.89431	-2.64549	-2.68018	-0.206662	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.625746
8.78518	-5.83866	-2.65492	-2.69477	-0.212375	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.0910773
8.92192	-5.73103	-2.74529	-2.67118	-0.172423	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	1.2491
9.04363	-5.6696	-2.7328	-2.677	-0.165886	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	0.640439
9.16527	-5.55156	-2.79232	-2.63972	-0.112384	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	1.5634
9.28506	-5.47035	-2.75695	-2.63112	-0.0913652	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	0.929392
9.39595	-5.33684	-2.77646	-2.58133	-0.0268912	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	1.94131
9.51113	-5.24911	-2.74635	-2.56942	-0.0080142	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	0.732061
9.60504	-5.1229	-2.73	-2.5226	0.0475834	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	1.51135
9.71347	-5.04228	-2.72782	-2.51865	0.0488488	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.0977708
9.79787	-4.95672	-2.68109	-2.50037	0.067701	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.381636
9.90906	-4.86574	-2.66379	-2.48936	0.0790271	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	0.315318
9.99624	-4.77313	-2.61073	-2.4689	0.0982117	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.424463
10.0997	-4.68041	-2.59017	-2.45456	0.111837	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	0.434756
10.1868	-4.53847	-2.61791	-2.40094	0.167261	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	1.50709
10.2837	-4.43765	-2.60358	-2.3839	0.177589	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.29085
10.3751	-4.3088	-2.62617	-2.34722	0.208935	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.48897
10.4675	-4.21524	-2.62529	-2.33671	0.210002	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.0887623
10.5606	-4.05913	-2.72688	-2.28739	0.254898	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	1.5824
10.6567	-3.95865	-2.73989	-2.28252	0.243649	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	0.231618
10.7453	-3.81417	-2.80808	-2.24484	0.27325	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.705265
10.8181	-3.69919	-2.78178	-2.21459	0.298372	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	1.16015
10.889	-3.52991	-2.86631	-2.15802	0.34707	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	1.57328
10.9716	-3.41196	-2.87545	-2.14735	0.33598	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	0.336146
11.0499	-3.27579	-2.90666	-2.12289	0.344899	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.097708
11.113	-3.14786	-2.88942	-2.09215	0.364966	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	0.639966
11.1754	-2.99222	-2.93736	-2.0531	0.389451	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.425913
11.2301	-2.84352	-2.91326	-2.01003	0.422786	11.1386	-2.78926	11.15	-2.8	0	2.73104	1.79792
11.2416	-2.68106	-2.87746	-1.9401	0.478689	11.141	-2.65084	11.15	-2.65	0	2.73102	1.7054
11.2803	-2.52867	-2.86342	-1.89633	0.504077	11.1042	-2.54354	11.15	-2.55	0	1.81785	0.949006
11.2637	-2.41334	-2.71665	-1.8337	0.546609	11.1497	-2.45904	11.15	-2.45	0	1.81785	2.40331
11.3012	-2.28392	-2.71842	-1.81528	0.529699	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	1.48142
11.3425	-2.11197	-2.81739	-1.78373	0.535004	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.645257
11.3674	-1.95922	-2.815	-1.7482	0.543878	11.3117	-1.92025	11.35	-1.95	0	1.81854	0.117921
11.3772	-1.83113	-2.7475	-1.7125	0.551223	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.32135
11.3965	-1.68156	-2.74774	-1.68194	0.552036	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.0154294
11.3919	-1.53214	-2.73546	-1.63609	0.570555	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.190125
11.3829	-1.37934	-2.73587	-1.58566	0.59902	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	1.23733
11.3336	-1.23534	-2.7028	-1.51229	0.647167	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	1.27668
11.2983	-1.0834	-2.71265	-1.44988	0.686426	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	2.34494
11.1997	-0.933106	-2.70966	-1.34544	0.765357	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	3.24877
11.1509	-0.799519	-2.72063	-1.2909	0.787636	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0.909046
11.0542	-0.65835	-2.7571	-1.20331	0.844298	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	1.90778
10.9797	-0.527173	-2.78614	-1.13799	0.877123	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	1.90397
10.8613	-0.386638	-2.85135	-1.04764	0.931531	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	2.056
10.7736	-0.25235	-2.86051	-0.990688	0.939364	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.124469
10.6375	-0.178959	-2.77055	-0.884901	1.00485	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	2.49967
10.5354	-0.0707686	-2.81026	-0.823112	1.02343	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	1.09146
10.3738	0.000967328	-2.8224	-0.711386	1.09529	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	2.74361
10.2619	0.0890328	-2.81698	-0.654785	1.096	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	0.262261
10.1099	0.0879102	-2.70721	-0.529886	1.18081	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	4.04253
9.98233	0.159566	-2.71028	-0.466921	1.1795	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.187792
9.81447	0.156111	-2.65988	-0.339928	1.25408	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	2.606
9.67487	0.198524	-2.7022	-0.271138	1.26227	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	0.577127
9.5154	0.201275	-2.72248	-0.172343	1.30421	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.909666
9.3692	0.218226	-2.69168	-0.098337	1.30522	9.22819	0.16178	9.35	0.15	-1.81963	0	0.875828
9.23043	0.194508	-2.64109	-0.00235341	1.33446	9.24456	0.139817	9.25	0.15	-1.81962	0	0.511458
9.09438	0.191833	-2.66244	0.0640375	1.33444	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0.112627
8.96224	0.205386	-2.67715	0.107687	1.30717	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.327728
8.82808	0.187746	-2.69012	0.172004	1.30612	8.84168	0.257617	8.8	0.25	-2.99995	0	0.0696502
8.68281	0.191676	-2.73111	0.210398	1.27427	8.65606	0.24536	8.65	0.25	-2.99994	0	0.564344
8.54325	0.159573	-2.75471	0.273418	1.27322	8.43549	0.247188	8.5	0.25	-2.99323	0	0.170583
8.38813	0.167368	-2.80806	0.292007	1.22009	8.34184	0.250769	8.35	0.25	-2.9932	0	1.43015
8.24427	0.118258	-2.80257	0.359232	1.2204	8.27073	0.243988	8.2	0.25	-2.73233	0	0.0135749
8.08015	0.137573	-2.82395	0.354364	1.13671	8.03847	0.260731	8.05	0.25	-2.73234	0	2.74464
7.94844	0.0859324	-2.83349	0.409505	1.13454	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.0833948
7.79032	0.0737892	-2.87574	0.418966	1.07971	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	1.42675
7.64601	0.0135387	-2.92405	0.466457	1.07126	7.46173	0.143776	7.6	0.15	-2.99599	0	0.693051
7.49574	0.0241848	-2.90926	0.448823	0.988355	7.45455	0.149294	7.45	0.15	-2.99596	0	2.82243
7.36276	-0.0508085	-2.87165	0.509336	0.996927	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	0.531839
7.2417	-0.0566528	-2.767	0.510339	0.934052	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	2.18278
7.11639	-0.133038	-2.76529	0.561349	0.932412	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	0.72164
6.96924	-0.183661	-2.77427	0.579622	0.893949	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.644971
6.86949	-0.27409	-2.69612	0.645723	0.917581	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	2.21051
6.78784	-0.35607	-2.61349	0.70319	0.925853	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.595895
6.67666	-0.438472	-2.66063	0.735948	0.905603	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	1.50662
6.56894	-0.532822	-2.68726	0.777945	0.901633	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0717908
6.47644	-0.642451	-2.65855	0.838428	0.917953	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	0.700526
6.40614	-0.791003	-2.67175	0.927175	0.962816	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.949112
6.33999	-0.904194	-2.64908	0.988242	0.981544	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	0.65066
6.29727	-1.07136	-2.69889	1.08778	1.0404	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	1.82573
6.23001	-1.20479	-2.70226	1.1443	1.0401	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.0699751
6.19094	-1.38466	-2.76081	1.23715	1.0814	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.99999
6.1686	-1.54388	-2.75823	1.32872	1.12822	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	2.92237
6.2087	-1.71274	-2.72095	1.45495	1.20467	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	3.05713
6.20524	-1.85228	-2.72362	1.52457	1.21703	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.289413
6.25519	-2.00593	-2.72284	1.63412	1.27441	6.35828	-2.03886	6.35	-2.05	0	-2.99515	1.76649
6.27645	-2.15519	-2.71762	1.70897	1.27873	6.45002	-2.23466	6.35	-2.2	0	-2.72856	0.479704
6.31492	-2.3165	-2.74868	1.79255	1.29386	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.192931
6.36218	-2.46767	-2.76427	1.87286	1.30563	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.357675
6.42608	-2.62583	-2.80222	1.95664	1.31903	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.205188
6.48014	-2.75477	-2.74649	2.01908	1.30179	6.46538	-2.81029	6.45	-2.8	0	-2.72732	1.48839
6.51675	-2.90928	-2.78186	2.05806	1.26302	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.706773
6.58481	-3.03795	-2.76818	2.12154	1.25615	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.362371
6.62142	-3.23422	-2.89113	2.13152	1.18606	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	2.80469
6.70696	-3.36226	-2.86892	2.19455	1.18178	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	0.245548
6.74605	-3.5615	-2.97247	2.18735	1.09754	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	3.32614
6.83648	-3.68549	-2.93263	2.2434	1.09021	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	0.486238
6.86437	-3.87205	-2.97053	2.22051	0.994226	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	3.66735
6.95163	-3.98848	-2.90843	2.26839	0.983902	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	1.02678
6.97196	-4.17074	-2.91757	2.23448	0.882388	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	4.15787
7.04967	-4.27273	-2.8482	2.27279	0.872732	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	1.29203
7.07131	-4.41192	-2.80774	2.25252	0.798558	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	2.70105
7.16008	-4.51869	-2.81392	2.2919	0.798579	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	0.251915
7.21263	-4.67867	-2.857	2.27585	0.733565	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	2.03137
7.29575	-4.77711	-2.80487	2.30903	0.728008	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	0.676824
7.3436	-4.90647	-2.7814	2.30019	0.67473	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.40423
7.44018	-5.01286	-2.74709	2.33534	0.671623	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0.280722
7.46961	-5.17187	-2.7179	2.29538	0.580617	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	3.69959
7.561	-5.27301	-2.74176	2.32456	0.581937	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	0.8942
7.61575	-5.44084	-2.80144	2.2893	0.505834	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.75192
7.70237	-5.53966	-2.76242	2.31279	0.502705	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	0.43173
7.74147	-5.67687	-2.73809	2.28216	0.436132	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	1.99786
7.8381	-5.78767	-2.7389	2.30571	0.435951	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	0.330706
7.9029	-5.95754	-2.78511	2.27187	0.367229	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	1.99725
7.99439	-6.06676	-2.73551	2.28977	0.363347	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	0.759652
8.03954	-6.21214	-2.70717	2.25575	0.299161	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.67131
8.13493	-6.32689	-2.70893	2.27229	0.299263	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.00118416
8.2043	-6.44812	-2.68039	2.26632	0.272692	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.349936
8.30573	-6.56554	-2.71091	2.28279	0.274894	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	0.22268
8.37585	-6.70512	-2.71769	2.26427	0.235534	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.591093
8.47324	-6.82033	-2.71496	2.27726	0.23534	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	0.135321
8.52119	-6.97639	-2.71536	2.23394	0.169696	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.64695
8.61372	-7.09366	-2.71406	2.24318	0.169499	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.0234216
8.64784	-7.27368	-2.74031	2.17866	0.0837684	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	2.85002
8.72881	-7.38805	-2.75121	2.1835	0.0846814	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.0371132
8.78808	-7.52191	-2.76249	2.16291	0.0558614	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.347065
8.86932	-7.64453	-2.74941	2.16505	0.0546364	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.0746973
8.91375	-7.8036	-2.75773	2.12314	0.00242576	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.08258
8.99	-7.92972	-2.7443	2.12224	0.000991033	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.0509462
9.02253	-8.10097	-2.76564	2.06903	-0.0608268	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.51371
9.09252	-8.23229	-2.75637	2.06488	-0.0619435	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.0249396
9.15954	-8.35894	-2.73786	2.06132	-0.0622154	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.0287277
9.22368	-8.47937	-2.7485	2.05895	-0.0607387	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	0.24564
9.26523	-8.6204	-2.76167	2.03085	-0.0898447	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.363322
9.3245	-8.74245	-2.76027	2.02609	-0.0899334	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.090868
9.37558	-8.89819	-2.81691	2.00149	-0.113242	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.480359
9.43764	-9.03717	-2.79241	1.9931	-0.117049	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	0.573946
9.47693	-9.17093	-2.75336	1.97172	-0.134673	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.277816
9.53203	-9.30699	-2.74158	1.96295	-0.136355	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.0886421
9.57005	-9.44941	-2.72863	1.93979	-0.154715	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.157866
9.62774	-9.59361	-2.74495	1.93325	-0.152227	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.133928
9.67712	-9.74363	-2.76181	1.91915	-0.158884	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.0366947
9.73403	-9.8842	-2.80414	1.91643	-0.151979	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	0.706092
9.76783	-10.0282	-2.81903	1.89463	-0.16858	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.12646
9.81066	-10.1693	-2.78433	1.88129	-0.174826	9.75497	-10.1932	9.75	-10.2	0	-2.72857	0.411071
9.81436	-10.3354	-2.79447	1.83209	-0.221236	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.870786
9.85105	-10.4814	-2.79066	1.81926	-0.221767	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.0903095
9.87783	-10.6366	-2.79865	1.79735	-0.233137	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.0538193
9.90736	-10.7824	-2.77346	1.78101	-0.238655	9.86786	-10.8223	9.85	-10.8	0	-2.72846	0.273824
9.90258	-10.9369	-2.76295	1.73786	-0.27384	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.531996
9.92361	-11.0833	-2.74838	1.72045	-0.277223	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.0660173
9.90289	-11.2409	-2.74458	1.66915	-0.319346	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.748627
9.91732	-11.3797	-2.75317	1.65471	-0.317263	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.032379
9.90573	-11.5374	-2.79242	1.61736	-0.342179	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.360248
9.90894	-11.6882	-2.77253	1.59491	-0.348344	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	0.379561
9.8491	-11.8522	-2.78274	1.52239	-0.410841	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	1.68464
9.83473	-11.999	-2.75642	1.49386	-0.4198	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	0.311905
9.75785	-12.1541	-2.75963	1.41684	-0.482971	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	1.73487
9.72273	-12.2923	-2.71607	1.37866	-0.500106	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	0.885553
9.63684	-12.4029	-2.63687	1.3031	-0.556996	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	2.16483
9.58044	-12.5227	-2.57305	1.25247	-0.585657	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	2.22451
9.46803	-12.6162	-2.50018	1.1595	-0.657115	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	3.08624
9.40397	-12.7343	-2.47031	1.11111	-0.676517	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	1.45735
9.23512	-12.8249	-2.4654	0.977245	-0.788575	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	6.27126
9.14906	-12.9249	-2.44322	0.922045	-0.804634	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.62329
8.98838	-13.0043	-2.45911	0.805198	-0.888359	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	3.5629
8.88414	-13.0877	-2.4416	0.743081	-0.905573	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.800151
8.6967	-13.1737	-2.54867	0.624991	-0.982787	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	3.56632
8.56802	-13.2412	-2.54324	0.546935	-1.01856	8.43462	-13.263	8.4	-13.15	-2.72644	0	2.3794
8.38109	-13.2581	-2.55567	0.413569	-1.10749	8.26001	-13.1483	8.25	-13.15	-2.72641	0	4.04303
8.25042	-13.2927	-2.55972	0.336223	-1.13799	8.10139	-13.1447	8.1	-13.15	-3.00083	0	1.42887
8.06754	-13.277	-2.59657	0.204341	-1.22375	7.95138	-13.1593	7.95	-13.15	-3.00084	0	4.08687
7.92803	-13.3003	-2.59072	0.138048	-1.22105	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	0.130557
7.73271	-13.3012	-2.69635	0.0364504	-1.25894	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	1.51996
7.5778	-13.2954	-2.71656	-0.0433665	-1.27461	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	0.499111
7.40432	-13.2353	-2.74486	-0.16306	-1.33114	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	1.66477
7.26038	-13.2074	-2.72844	-0.23234	-1.32435	7.19553	-13.2012	7.2	-13.15	-2.73035	0	0.253073
7.09207	-13.1648	-2.78802	-0.309645	-1.32881	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.257531
6.95263	-13.118	-2.76866	-0.377147	-1.32065	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.182945
6.75735	-13.0879	-2.89906	-0.417128	-1.28217	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.59318
6.62656	-13.0328	-2.83056	-0.473514	-1.25964	6.53838	-13.1322	6.55	-13.15	-1.81656	0	2.13261
6.47874	-13.0315	-2.81467	-0.476686	-1.18447	6.46904	-13.1587	6.45	-13.15	-1.81657	0	2.58221
6.3473	-12.9604	-2.79368	-0.53824	-1.17857	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.213401
6.19158	-12.9355	-2.80573	-0.547954	-1.1162	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	1.69414
6.05905	-12.8463	-2.8293	-0.613058	-1.12214	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	0.218561
5.90233	-12.7872	-2.86318	-0.636596	-1.0788	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.841856
5.78577	-12.7026	-2.81934	-0.68853	-1.06822	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	0.613537
5.62157	-12.6597	-2.84379	-0.684276	-0.996556	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	2.22749
5.50471	-12.5612	-2.8403	-0.737475	-0.99517	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.113948
5.32893	-12.4901	-2.91272	-0.736682	-0.931835	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	1.96081
5.21617	-12.3859	-2.89301	-0.784985	-0.927759	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.132691
5.08258	-12.3027	-2.88979	-0.803082	-0.889713	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.625096
4.98837	-12.2051	-2.86552	-0.844112	-0.885163	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.267663
4.88496	-12.1128	-2.8577	-0.872281	-0.866401	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.170545
4.79987	-12.0096	-2.81902	-0.912683	-0.861518	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	0.424695
4.7375	-11.9091	-2.76149	-0.961154	-0.867835	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.299758
4.65479	-11.7824	-2.81461	-1.00782	-0.872909	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	0.692518
4.56739	-11.6527	-2.85607	-1.04688	-0.867404	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.16083
4.50396	-11.5367	-2.80612	-1.08907	-0.864917	4.53697	-11.5591	4.55	-11.55	0	1.99749	0.683218
4.48263	-11.4251	-2.71974	-1.15364	-0.890599	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.901213
4.41817	-11.2754	-2.78612	-1.2023	-0.890823	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	1.17086
4.40156	-11.103	-2.80533	-1.2893	-0.936075	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.873546
4.36937	-10.962	-2.74688	-1.34441	-0.940605	4.39651	-10.8822	4.45	-10.95	0	1.81807	1.42627
4.38488	-10.8319	-2.66349	-1.42583	-0.976587	4.45899	-10.8664	4.45	-10.85	0	1.81808	1.06596
4.37064	-10.6938	-2.64346	-1.48001	-0.97737	4.493	-10.7885	4.45	-10.7	0	2.72865	0.214376
4.39162	-10.5502	-2.62071	-1.55853	-1.00686	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.389925
4.394	-10.4066	-2.61978	-1.61404	-1.00695	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.000943362
4.41837	-10.2567	-2.62985	-1.68264	-1.02227	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0984266
4.44032	-10.1184	-2.61876	-1.74004	-1.0238	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.10447
4.49916	-9.96525	-2.64638	-1.82378	-1.05554	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.442718
4.53756	-9.82159	-2.65753	-1.87982	-1.05298	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.0873457
4.60875	-9.66659	-2.70535	-1.95647	-1.07423	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.326936
4.66921	-9.53294	-2.7021	-2.01604	-1.07462	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.0444857
4.77239	-9.38834	-2.75244	-2.10312	-1.10645	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.555442
4.84658	-9.25439	-2.77146	-2.15401	-1.09223	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	0.39549
4.93878	-9.09739	-2.84984	-2.20783	-1.08421	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.506761
